Sat Feb  8 12:40:37 2020
市,确诊,疑似,治愈,死亡
外地来津人员,6,0,0,0
河西区,4,0,0,0
宁河区,4,0,0,0
西青区,4,0,0,0
东丽区,4,0,0,0
南开区,3,0,0,0
滨海新区,3,0,0,0
红桥区,2,0,1,0
津南区,1,0,0,0
北辰区,1,0,0,0
武清区,1,0,0,0
兰州,32,0,5,1
天水,10,0,1,0
定西,8,0,1,0
陇南,4,0,0,0
白银,4,0,0,0
临夏,3,0,2,0
甘南,3,0,0,0
张掖,2,0,0,0
平凉,2,0,0,0
庆阳,2,0,0,0
金昌,1,0,0,0
长春,32,0,1,0
四平市,10,0,0,1
公主岭,6,0,1,0
辽源,6,0,0,0
吉林市,5,0,2,0
延边,5,0,0,0
松原,2,0,0,0
通化,2,0,0,0
白城,1,0,0,0
鄂尔多斯,11,0,2,0
包头,10,0,0,0
呼和浩特,7,0,0,0
呼伦贝尔,5,0,1,0
赤峰,4,0,1,0
巴彦淖尔,4,0,0,0
通辽,3,0,0,0
乌兰察布,3,0,0,0
锡林郭勒盟,2,0,1,0
乌海市,2,0,0,0
兴安盟,1,0,0,0
银川,29,0,5,0
吴忠,9,0,0,0
中卫,3,0,0,0
固原,2,0,0,0
宁东管委会,1,0,0,0
石嘴山,1,0,0,0
乌鲁木齐,19,0,0,0
伊犁州,9,0,0,0
兵团第九师,4,0,0,0
昌吉州,2,0,0,0
巴州,2,0,0,0
吐鲁番,1,0,0,0
兵团第七师,1,0,0,0
兵团第八师石河子市,1,0,0,0
阿克苏地区,1,0,0,0
兵团第六师五家渠市,1,0,0,0
兵团第十二师,1,0,0,0
西宁,15,0,3,0
海北州,3,0,0,0
拉萨,1,0,0,0
